id,status,created_date,updated_date,nombre,apellido_pa,apellido_ma,foto,area,estudios,carrera,usuario
85,false,3/29/2023,3/7/2023,Letta,Jarrad,Kathi,imagenes/empty.jpg,823,Derecho,811,1
86,false,7/11/2023,6/13/2023,Ninetta,Garreth,Evangelia,imagenes/empty.jpg,186,Derecho,527,1
87,true,4/13/2023,5/27/2023,Hartwell,Elijah,Marissa,imagenes/empty.jpg,660,Derecho,663,1
88,true,4/7/2023,10/19/2023,Ketti,Laird,Lesly,imagenes/empty.jpg,286,Derecho,16,1
89,true,8/27/2023,11/10/2023,Lea,Bond,Anetta,imagenes/empty.jpg,186,Administración,979,1
90,true,10/13/2023,11/19/2023,Lisha,Hyman,Chere,imagenes/empty.jpg,855,Contabilidad,392,1
91,true,5/27/2023,7/14/2023,Pauli,Garry,Perla,imagenes/empty.jpg,617,Derecho,997,1
92,false,2/5/2023,1/20/2023,Whitaker,Norman,Norine,imagenes/empty.jpg,381,Administración,487,1
93,true,2/28/2023,4/5/2023,Berni,Mannie,Ginger,imagenes/empty.jpg,104,Derecho,591,1
94,true,10/3/2023,5/27/2023,Truda,Tammie,Gert,imagenes/empty.jpg,975,Sistemas,837,1
95,true,6/25/2023,11/8/2023,Binky,Brian,Marjie,imagenes/empty.jpg,816,Sistemas,109,1
96,false,4/24/2023,12/3/2023,Miriam,Elihu,Anet,imagenes/empty.jpg,343,Sistemas,138,1
97,false,2/7/2023,2/7/2023,Rodrigo,Reggis,Ediva,imagenes/empty.jpg,30,Contabilidad,701,1
98,false,4/1/2023,4/12/2023,Cathee,Meredeth,Lina,imagenes/empty.jpg,629,Contabilidad,229,1
99,false,11/20/2023,3/24/2023,Tabby,Prentice,Carlie,imagenes/empty.jpg,47,Derecho,19,1
100,false,8/29/2023,9/5/2023,Dorella,Barnie,Ortensia,imagenes/empty.jpg,237,Contabilidad,927,1
101,false,11/7/2023,4/10/2023,Ario,Darill,Laurie,imagenes/empty.jpg,12,Administración,587,1
102,true,5/23/2023,2/18/2023,Rochelle,Ricard,Pippa,imagenes/empty.jpg,989,Contabilidad,149,1
103,false,6/1/2023,1/16/2023,Anthony,Murdoch,Prissie,imagenes/empty.jpg,757,Administración,29,1
104,true,4/30/2023,1/10/2024,Calli,Benedikt,Dari,imagenes/empty.jpg,482,Derecho,31,1
105,false,1/7/2024,12/5/2023,Emmy,Freeman,Marysa,imagenes/empty.jpg,885,Administración,263,1
106,false,6/23/2023,12/1/2023,Fay,Filip,Laurella,imagenes/empty.jpg,155,Contabilidad,544,1
107,true,6/30/2023,5/19/2023,Ced,Udell,Moyna,imagenes/empty.jpg,525,Derecho,420,1
108,true,12/6/2023,10/24/2023,Reinhard,Garold,Sissie,imagenes/empty.jpg,974,Contabilidad,168,1
109,false,7/9/2023,11/25/2023,El,Stephan,Ermina,imagenes/empty.jpg,722,Derecho,133,1
110,false,6/28/2023,6/7/2023,Sacha,Ray,Damara,imagenes/empty.jpg,689,Administración,228,1
111,false,1/28/2023,6/12/2023,Nina,Tynan,Miof mela,imagenes/empty.jpg,958,Derecho,12,1
112,false,3/12/2023,4/4/2023,Sidoney,Maximilianus,Ashia,imagenes/empty.jpg,678,Contabilidad,787,1
113,true,1/9/2024,12/8/2023,Ogdon,Benedicto,Hazel,imagenes/empty.jpg,734,Sistemas,830,1
114,false,5/26/2023,9/16/2023,Karola,Hodge,Charmion,imagenes/empty.jpg,755,Contabilidad,741,1
115,true,12/26/2023,6/20/2023,Maynard,Fair,Nance,imagenes/empty.jpg,505,Derecho,358,1
116,true,10/10/2023,2/5/2023,Westley,Chalmers,Pansie,imagenes/empty.jpg,776,Derecho,981,1
117,false,3/11/2023,11/2/2023,Kiri,Farrell,Hatty,imagenes/empty.jpg,86,Derecho,379,1
118,true,9/13/2023,1/24/2023,Mohandis,Peyter,Angelina,imagenes/empty.jpg,116,Sistemas,390,1
119,false,9/30/2023,2/2/2023,Almeria,Gabi,Tony,imagenes/empty.jpg,169,Sistemas,551,1
120,false,12/7/2023,10/3/2023,Maurits,Crichton,Arabele,imagenes/empty.jpg,668,Contabilidad,357,1
121,false,9/25/2023,7/2/2023,Rianon,Ulysses,Maggi,imagenes/empty.jpg,770,Sistemas,670,1
122,false,1/31/2023,5/28/2023,Eunice,Axe,Marillin,imagenes/empty.jpg,322,Administración,290,1
123,false,9/4/2023,3/5/2023,Marrissa,Roscoe,Milly,imagenes/empty.jpg,960,Contabilidad,968,1
124,false,8/10/2023,4/2/2023,Clarita,Bartlet,Evvy,imagenes/empty.jpg,935,Derecho,357,1
125,false,10/2/2023,3/27/2023,Guido,Devlin,Korrie,imagenes/empty.jpg,235,Sistemas,526,1
126,true,3/1/2023,6/14/2023,Raymund,Pascal,Amaleta,imagenes/empty.jpg,672,Administración,947,1
127,false,6/27/2023,7/6/2023,Ambrosi,Franz,Ashly,imagenes/empty.jpg,928,Sistemas,501,1
128,true,8/12/2023,8/16/2023,Else,Kristoffer,Julia,imagenes/empty.jpg,177,Administración,720,1
129,true,9/11/2023,4/9/2023,Elmore,Farley,Petronella,imagenes/empty.jpg,571,Administración,956,1
130,true,7/2/2023,4/14/2023,Penelope,Amerigo,Viki,imagenes/empty.jpg,930,Contabilidad,855,1
131,true,10/21/2023,8/23/2023,Xymenes,Benedetto,Susana,imagenes/empty.jpg,286,Sistemas,766,1
132,true,6/26/2023,1/15/2024,Zandra,Ruby,Cristionna,imagenes/empty.jpg,552,Contabilidad,835,1
133,false,2/19/2023,7/19/2023,Hinda,Glyn,Jemima,imagenes/empty.jpg,511,Sistemas,806,1
134,false,3/26/2023,12/16/2023,Rouvin,Zolly,Sophia,imagenes/empty.jpg,272,Derecho,558,1
135,false,8/14/2023,2/18/2023,Dyanna,Floyd,Gena,imagenes/empty.jpg,659,Administración,771,1
136,true,10/10/2023,9/6/2023,Jordan,Hillier,Margalo,imagenes/empty.jpg,220,Administración,506,1
137,true,1/3/2024,1/2/2024,Faunie,Worthy,Wenona,imagenes/empty.jpg,960,Derecho,515,1
138,true,4/20/2023,10/27/2023,Clemmy,Abeu,Leela,imagenes/empty.jpg,479,Administración,99,1
139,false,11/23/2023,7/9/2023,Jeanelle,Grace,Salomi,imagenes/empty.jpg,114,Contabilidad,519,1
140,true,11/28/2023,4/25/2023,Derry,Byrann,Nelie,imagenes/empty.jpg,407,Contabilidad,728,1
141,true,4/24/2023,10/10/2023,Jacinda,Ilaire,Leeann,imagenes/empty.jpg,182,Sistemas,327,1
142,false,8/22/2023,9/24/2023,Rudd,Chaim,Hailee,imagenes/empty.jpg,210,Administración,569,1
143,true,1/30/2023,12/26/2023,Aubert,Mendie,Gabbi,imagenes/empty.jpg,319,Administración,526,1
144,true,1/18/2023,6/15/2023,Valaree,Clyve,Nalani,imagenes/empty.jpg,797,Contabilidad,92,1
145,false,6/1/2023,3/5/2023,Nicko,Keir,Nettle,imagenes/empty.jpg,914,Derecho,670,1
146,true,4/29/2023,2/21/2023,Giovanni,Bertrand,Vivian,imagenes/empty.jpg,253,Derecho,830,1
147,true,6/24/2023,7/5/2023,Virginia,Wakefield,Olympia,imagenes/empty.jpg,297,Contabilidad,333,1
148,true,12/14/2023,11/2/2023,Saxe,Vittorio,Tommi,imagenes/empty.jpg,178,Sistemas,935,1
149,true,8/6/2023,4/20/2023,Cristy,Elsworth,Darcey,imagenes/empty.jpg,23,Sistemas,900,1
150,true,6/26/2023,11/10/2023,Murray,Damien,Louella,imagenes/empty.jpg,822,Sistemas,784,1
151,false,1/10/2024,11/26/2023,Etti,Barris,Dusty,imagenes/empty.jpg,891,Derecho,901,1
152,true,2/24/2023,11/7/2023,Ned,Worden,Oneida,imagenes/empty.jpg,162,Contabilidad,365,1
153,false,3/25/2023,8/13/2023,Adan,Beck,Athene,imagenes/empty.jpg,92,Derecho,623,1
154,false,6/5/2023,3/24/2023,Gray,Weidar,Darryl,imagenes/empty.jpg,196,Administración,161,1
155,false,7/6/2023,12/8/2023,Reynold,Robert,Josie,imagenes/empty.jpg,269,Administración,728,1
156,true,10/26/2023,7/30/2023,Nicol,Paddy,Leese,imagenes/empty.jpg,94,Administración,153,1
157,false,4/1/2023,2/25/2023,Olly,Zacharie,Kikelia,imagenes/empty.jpg,437,Contabilidad,828,1
158,true,8/4/2023,11/18/2023,Nicola,Brose,Marlyn,imagenes/empty.jpg,163,Derecho,658,1
159,true,3/15/2023,8/5/2023,Nikoletta,Corny,Sayre,imagenes/empty.jpg,64,Sistemas,824,1
160,true,10/28/2023,10/13/2023,Eveleen,Shanan,Delphinia,imagenes/empty.jpg,954,Contabilidad,688,1
161,true,3/31/2023,12/4/2023,Annabela,Sterling,Ileana,imagenes/empty.jpg,413,Contabilidad,129,1
162,true,8/20/2023,3/7/2023,Irita,Patin,Odella,imagenes/empty.jpg,657,Administración,399,1
163,false,3/1/2023,1/11/2024,Dianne,Clarance,Thomasin,imagenes/empty.jpg,189,Administración,138,1
164,false,12/31/2023,4/8/2023,Rodi,Sauveur,Julianna,imagenes/empty.jpg,35,Sistemas,48,1
165,true,4/11/2023,4/10/2023,Elliott,Elwin,Emmalee,imagenes/empty.jpg,323,Contabilidad,145,1
166,false,12/28/2023,12/2/2023,Benedict,Cointon,Peggi,imagenes/empty.jpg,721,Sistemas,882,1
167,false,2/8/2023,10/16/2023,Karole,Torey,Kaela,imagenes/empty.jpg,763,Contabilidad,221,1
168,false,2/23/2023,1/19/2023,Aida,Remus,Eudora,imagenes/empty.jpg,118,Administración,730,1
169,true,3/8/2023,2/10/2023,Whit,Osbert,Jonie,imagenes/empty.jpg,364,Administración,851,1
170,true,7/29/2023,2/19/2023,Ulrick,Rickie,Hedwiga,imagenes/empty.jpg,716,Sistemas,84,1
171,false,5/12/2023,5/31/2023,Ellsworth,Hugo,Muire,imagenes/empty.jpg,711,Derecho,969,1
172,false,7/24/2023,4/14/2023,Fancy,Brion,Bessy,imagenes/empty.jpg,370,Sistemas,242,1
173,false,2/26/2023,3/21/2023,Duke,Rex,Jamima,imagenes/empty.jpg,858,Derecho,62,1
174,true,11/8/2023,3/27/2023,Liam,Ossie,Janie,imagenes/empty.jpg,948,Sistemas,985,1
175,true,6/22/2023,3/24/2023,Luci,Michele,Raf,imagenes/empty.jpg,31,Derecho,407,1
176,false,4/29/2023,8/17/2023,Donalt,Norrie,Tierney,imagenes/empty.jpg,488,Contabilidad,416,1
177,true,5/9/2023,3/22/2023,Egor,Gary,Emma,imagenes/empty.jpg,928,Derecho,697,1
178,true,11/3/2023,10/20/2023,Naomi,Emory,Sophronia,imagenes/empty.jpg,610,Administración,673,1
179,false,5/10/2023,8/18/2023,Rheta,Tito,Malissia,imagenes/empty.jpg,690,Derecho,633,1
180,false,7/26/2023,12/17/2023,Marcie,Bay,Karine,imagenes/empty.jpg,768,Administración,893,1
181,true,6/27/2023,7/30/2023,Kimbell,Ly,Marcelia,imagenes/empty.jpg,408,Contabilidad,284,1
182,true,11/16/2023,1/14/2024,Nicolette,Wittie,Anna-maria,imagenes/empty.jpg,397,Sistemas,961,1
183,false,2/9/2023,11/14/2023,Genovera,Arty,Kathi,imagenes/empty.jpg,615,Contabilidad,770,1
184,false,10/20/2023,1/8/2024,Walther,Isaac,Honor,imagenes/empty.jpg,363,Derecho,625,1
185,false,3/15/2023,2/25/2023,Lorens,Lemar,Nerti,imagenes/empty.jpg,175,Administración,587,1
186,true,11/20/2023,5/6/2023,Esteban,Kerwinn,Ashlie,imagenes/empty.jpg,106,Contabilidad,40,1
187,false,12/15/2023,12/2/2023,Alie,Portie,Elicia,imagenes/empty.jpg,206,Derecho,692,1
188,false,4/19/2023,6/25/2023,Nicki,Matias,Farrand,imagenes/empty.jpg,104,Contabilidad,913,1
189,false,6/10/2023,8/3/2023,Joelynn,Haze,Cornie,imagenes/empty.jpg,880,Administración,931,1
190,true,1/12/2024,5/8/2023,Shannan,Wyndham,Caren,imagenes/empty.jpg,652,Contabilidad,939,1
191,false,9/15/2023,1/19/2023,Fitz,Alric,Alexandrina,imagenes/empty.jpg,931,Sistemas,720,1
192,false,12/26/2023,2/28/2023,Bobbie,Kimbell,Oralee,imagenes/empty.jpg,610,Administración,610,1
193,true,4/4/2023,12/28/2023,Jillene,Scotti,Lenee,imagenes/empty.jpg,929,Administración,885,1
194,true,4/3/2023,7/21/2023,Rurik,Dilan,Noel,imagenes/empty.jpg,486,Derecho,365,1
195,true,10/3/2023,9/27/2023,Augustina,Lazar,Kyrstin,imagenes/empty.jpg,517,Administración,909,1
196,true,6/6/2023,12/9/2023,Sayers,Josh,Cari,imagenes/empty.jpg,755,Sistemas,755,1
197,false,1/2/2024,5/21/2023,Nettie,Rube,Janessa,imagenes/empty.jpg,143,Sistemas,42,1
198,true,7/28/2023,6/8/2023,Cobby,Lyell,Bernie,imagenes/empty.jpg,321,Sistemas,852,1
199,true,2/3/2023,1/6/2024,Hymie,Yank,Nicolina,imagenes/empty.jpg,551,Sistemas,345,1
200,false,5/4/2023,6/17/2023,Rice,Christophorus,Tilly,imagenes/empty.jpg,380,Contabilidad,681,1
201,false,6/27/2023,11/2/2023,Rebecka,Cesar,Vanni,imagenes/empty.jpg,457,Administración,159,1
202,true,3/21/2023,11/24/2023,Cordell,Zebedee,Joni,imagenes/empty.jpg,931,Administración,695,1
203,false,12/24/2023,8/1/2023,Gayla,Romeo,Ulrike,imagenes/empty.jpg,604,Sistemas,773,1
204,false,6/1/2023,4/2/2023,Brittni,Tobit,Kylie,imagenes/empty.jpg,385,Derecho,783,1
205,false,7/19/2023,4/25/2023,Dalston,Dennet,Zulema,imagenes/empty.jpg,200,Administración,228,1
206,true,3/10/2023,5/25/2023,Valry,Rodd,Isabel,imagenes/empty.jpg,705,Derecho,814,1
207,true,7/19/2023,12/1/2023,Bidget,Tracy,Marnie,imagenes/empty.jpg,816,Derecho,701,1
208,false,11/14/2023,2/15/2023,Alta,Cyrillus,Devonna,imagenes/empty.jpg,261,Contabilidad,814,1
209,true,6/21/2023,6/28/2023,Egon,Ted,Annabella,imagenes/empty.jpg,855,Administración,551,1
210,false,3/26/2023,5/28/2023,Bax,Blake,Elane,imagenes/empty.jpg,314,Sistemas,642,1
211,true,5/6/2023,12/26/2023,Kassi,Gregory,Ingeberg,imagenes/empty.jpg,435,Administración,929,1
212,true,7/21/2023,10/3/2023,Gennifer,Barnebas,Koo,imagenes/empty.jpg,594,Sistemas,937,1
213,true,5/8/2023,1/27/2023,Amara,Brose,Devonne,imagenes/empty.jpg,859,Sistemas,150,1
214,true,2/1/2023,3/15/2023,Ginevra,Jefferson,Reeta,imagenes/empty.jpg,422,Sistemas,135,1
215,false,5/22/2023,7/7/2023,Cris,Roarke,Bernette,imagenes/empty.jpg,511,Derecho,157,1
216,true,2/19/2023,4/25/2023,Ring,Haven,Lurette,imagenes/empty.jpg,183,Administración,453,1
217,true,1/31/2023,6/23/2023,Jobye,Garald,Constantia,imagenes/empty.jpg,93,Derecho,752,1
218,true,4/11/2023,12/23/2023,Carma,Isidro,Cassandra,imagenes/empty.jpg,641,Sistemas,543,1
219,true,1/7/2024,12/22/2023,Brenden,Wolfgang,Kellina,imagenes/empty.jpg,876,Derecho,592,1
220,true,4/18/2023,9/28/2023,Meridel,Clemente,Robinetta,imagenes/empty.jpg,450,Derecho,51,1
221,true,11/24/2023,10/14/2023,Genevieve,Bryan,Corrianne,imagenes/empty.jpg,64,Derecho,394,1
222,false,2/4/2023,10/4/2023,Kirstyn,Fabian,Gillan,imagenes/empty.jpg,334,Administración,36,1
223,false,6/22/2023,3/13/2023,Silva,Paddie,Lura,imagenes/empty.jpg,490,Administración,487,1
224,false,8/19/2023,10/30/2023,Lita,Arnold,Frayda,imagenes/empty.jpg,352,Derecho,430,1
225,true,8/27/2023,4/7/2023,Issi,Devlin,Vivia,imagenes/empty.jpg,493,Derecho,809,1
226,true,9/12/2023,5/15/2023,Humfrid,Prescott,Karil,imagenes/empty.jpg,443,Derecho,992,1
227,false,2/18/2023,2/21/2023,Bebe,Derrick,Clarette,imagenes/empty.jpg,242,Sistemas,483,1
228,false,9/29/2023,11/14/2023,Lisetta,Cyrillus,Netti,imagenes/empty.jpg,191,Contabilidad,881,1
229,true,11/27/2023,6/5/2023,Weber,Normand,Gilligan,imagenes/empty.jpg,660,Sistemas,538,1
230,false,6/28/2023,12/11/2023,Adam,Bard,Wendi,imagenes/empty.jpg,165,Administración,885,1
231,true,4/27/2023,9/27/2023,Joseito,Winifield,Octavia,imagenes/empty.jpg,668,Contabilidad,782,1
232,false,11/4/2023,4/7/2023,Wright,Kerwinn,Betty,imagenes/empty.jpg,507,Sistemas,458,1
233,true,12/6/2023,3/9/2023,Lola,Burnaby,Aurore,imagenes/empty.jpg,650,Administración,4,1
234,false,2/26/2023,6/12/2023,Morly,Eldridge,Emlynne,imagenes/empty.jpg,746,Administración,455,1
235,false,5/14/2023,1/21/2023,Pail,Farris,Oriana,imagenes/empty.jpg,784,Derecho,717,1
236,false,4/10/2023,2/7/2023,Alikee,Trefor,Kirsten,imagenes/empty.jpg,591,Derecho,144,1
237,false,3/4/2023,12/22/2023,Ginny,Delmar,Viviana,imagenes/empty.jpg,768,Derecho,356,1
238,false,1/5/2024,12/8/2023,Christabella,Aubrey,Emmey,imagenes/empty.jpg,688,Derecho,745,1
239,true,2/15/2023,6/20/2023,Delbert,Dmitri,Penelope,imagenes/empty.jpg,699,Contabilidad,440,1
240,true,10/25/2023,6/2/2023,Gregory,Marty,Janeczka,imagenes/empty.jpg,964,Sistemas,815,1
241,true,11/16/2023,11/21/2023,Ranice,Base,Claude,imagenes/empty.jpg,975,Derecho,773,1
242,true,3/24/2023,9/30/2023,Merl,Alyosha,Kikelia,imagenes/empty.jpg,177,Sistemas,99,1
243,true,7/15/2023,2/19/2023,Elsworth,Klement,Dulcine,imagenes/empty.jpg,137,Sistemas,107,1
244,true,12/2/2023,10/14/2023,Horatius,Cheston,Kit,imagenes/empty.jpg,696,Administración,202,1
245,false,4/7/2023,12/8/2023,Bing,Frasquito,Carey,imagenes/empty.jpg,229,Derecho,646,1
246,true,6/21/2023,9/19/2023,Durant,Bayard,Ericha,imagenes/empty.jpg,379,Sistemas,424,1
247,false,9/26/2023,5/20/2023,Missy,Cosme,Noellyn,imagenes/empty.jpg,342,Administración,748,1
